"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Transition Energy Calculations of Type II In(As)P/InGaP Quantum Dots for Intermediate Band Solar Cells","B. V. Rocha; R. Jakomin; R. M. Kawabata; L. P. Dornelas; M. P. Pires; P. L. Souza","LabSem/CETUC, Pontifícia Universidade Católica do Rio de Janeiro, Rio de Janeiro, Brazil; Campus Duque de Caxias, Universidade Federal do Rio de Janeiro, Duque de Caxias, Brazil; LabSem/CETUC, Pontifícia Universidade Católica do Rio de Janeiro, Rio de Janeiro, Brazil; LabSem/CETUC, Pontifícia Universidade Católica do Rio de Janeiro, Rio de Janeiro, Brazil; Instituto de Física, Universidade Federal do Rio de Janeiro, Rio de Janeiro, Brazil; LabSem/CETUC, Pontifícia Universidade Católica do Rio de Janeiro, Rio de Janeiro, Brazil","2019 34th Symposium on Microelectronics Technology and Devices (SBMicro)","5 Dec 2019","2019","","","1","3","In this work, we perform computational simulations of InAsP type II quantum dots for an intermediate band solar cell. We have varied parameters such as height, width and percentage of P of the quantum dots alloy to determine their influence on the optical transitions energies and electronic confinement within the quantum dots.","","978-1-7281-1909-0","10.1109/SBMicro.2019.8919441","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8919441","InP quantum dots;type II quantum dots;energy transitions;simulation","Quantum dots;Photovoltaic cells;Metals;Charge carrier processes;Strain;Photonics;Software","gallium arsenide;III-V semiconductors;indium compounds;semiconductor quantum dots;solar cells","intermediate band solar cell;computational simulations;type II quantum dots;optical transitions energies;transition energy calculations;InAsP-InGaP","","2","","12","IEEE","5 Dec 2019","","","IEEE","IEEE Conferences"
"Approaching Single-Photon Pulses with Weak Coherent States and Nonlinear Phase Modulation","J. R. Da Silva; J. Batista Rosa Silva; R. V. Ramos","Dept. of Telematic, Federal Institute of Education, Science and Technology of Ceara, Fortaleza, Brazil; Dept. of Teleinformatic Engineering, Federal University of Ceara, Fortaleza, Brazil; Dept. of Teleinformatic Engineering, Federal University of Ceara, Fortaleza, Brazil","2021 SBMO/IEEE MTT-S International Microwave and Optoelectronics Conference (IMOC)","1 Dec 2021","2021","","","1","3","Single-photons sources are crucial devices in the development of practical quantum communication and quantum computation. However, such sources are still a technological challenge. One option is to use weak coherent states to mimic single-photon pulses or to produce a pair of photons with parametric down conversion and to detect one of them to herald the presence of the other. In this direction, the present work shows how to produce better approximations of single-photon pulses by using a nonlinear phase modulator in a Mach-Zehnder interferometer. The proposed scheme is explained and applications are discussed.","","978-1-6654-4015-8","10.1109/IMOC53012.2021.9624833","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9624833","Single-photon;photon counting;nonlinear phase modulation;quantum communication","Mach-Zehnder interferometers;Quantum computing;Protocols;Phase modulation;Transforms;Microwave communication;Security","Mach-Zehnder interferometers;optical modulation;phase modulation;quantum communication;quantum computing;quantum cryptography;quantum entanglement;quantum optics","single-photon pulses;weak coherent states;nonlinear phase modulation;single-photons sources;practical quantum communication;quantum computation;nonlinear phase modulator","","","","18","IEEE","1 Dec 2021","","","IEEE","IEEE Conferences"
"Novel Three-Input Gates for Silicon Quantum Dot","M. D. Vieira; Í. G. S. Moreira; P. A. R. L. Silva; L. O. Luz; R. S. Ferreira; O. P. V. Neto; J. A. M. Nacif","Science and Technology Institute, Universidade Federal de Viçosa, Florestal, Minas Gerais, Brasil; Science and Technology Institute, Universidade Federal de Viçosa, Florestal, Minas Gerais, Brasil; Department of Computer Science, Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; Department of Computer Science, Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; Informatics Departament, Universidade Federal de Viçosa, Viçosa, Minas Gerais, Brasil; Department of Computer Science, Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; Science and Technology Institute, Universidade Federal de Viçosa, Florestal, Minas Gerais, Brasil","2021 34th SBC/SBMicro/IEEE/ACM Symposium on Integrated Circuits and Systems Design (SBCCI)","13 Sep 2021","2021","","","1","6","Atomic Silicon Quantum Dot (SQD) is a prominent alternative to the current Complementary Metal Oxide Semiconductor (CMOS) transistor due to the low energy consumption and high integration potential. This emerging technology applies Silicon Dangling Bonds (DBs) that behave similarly to quantum-dots. Moreover, it does not require cryogenic temperatures, unlike other quantum-dot-based approaches. This paper proposes two novel 3-input gates, ORAND(x, y, z): = x ^ (y V z) and ANDOR(x, y, z): = x ^ y V z. Hence, we compare these 3-input designs with the equivalent circuits composed of 2-input gates. We use the state-of-the-art simulator, named SiQAD, to design and validate our experiments. Our main contribution is the novel 3-input gate designs that provide area and energy reductions. We achieve an average of 53% energy savings for all 3-input gates compared to the equivalent circuit built with 2-input gates.","","978-1-6654-2170-6","10.1109/SBCCI53441.2021.9530002","CAPES; CNPq; FAPEMIG; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9530002","","Integrated circuits;Energy consumption;Quantum dots;Metals;Cryogenics;Logic gates;Silicon","CMOS logic circuits;cryogenics;dangling bonds;elemental semiconductors;logic gates;semiconductor quantum dots;silicon","2-input gates;three-input gates;Atomic Silicon Quantum Dot;complementary metal oxide semiconductor transistor;low energy consumption;high integration potential;silicon dangling bonds;quantum-dots;quantum-dot-based approaches;novel 3-input gate;3-input designs;equivalent circuit;V","","2","","26","IEEE","13 Sep 2021","","","IEEE","IEEE Conferences"
"InGaAs/InAlAs quantum well infrared photodetectors for operation in the 1.7 to 3.1 µm wavelength range","L. Guerra; G. M. Penello; L. D. Pinto; R. Jakomin; R. T. Mourão; M. P. Pires; M. H. Degani; M. Z. Maialle; P. L. Souza","DISSE-Instituto Nacional de Ciência e Tecnologia de Nanodispositivos Semicondutores, PUC-Rio, Brazil; Instituto de Física, Universidade Federal do Rio de Janeiro, Rio de Janeiro, Brazil; DISSE-Instituto Nacional de Ciência e Tecnologia de Nanodispositivos Semicondutores, PUC-Rio, Brazil; Campus de Xerém, Universidade Federal do Rio de Janeiro, Duque de Caxias, Brazil; Instituto de Física, Universidade Federal do Rio de Janeiro, Rio de Janeiro, Brazil; Instituto de Física, Universidade Federal do Rio de Janeiro, Rio de Janeiro, Brazil; Faculdade de Ciências Aplicadas, Universidade Estadual de Campinas, Limeira-SP, Brazil; Faculdade de Ciências Aplicadas, Universidade Estadual de Campinas, Limeira-SP, Brazil; DISSE-Instituto Nacional de Ciência e Tecnologia de Nanodispositivos Semicondutores, PUC-Rio, Brazil","2014 29th Symposium on Microelectronics Technology and Devices (SBMicro)","30 Oct 2014","2014","","","1","3","InGaAs/InAlAs superlattice structures with a wider central quantum well have been developed for quantum well infrared photodetectors (QWIPs) for operation between 1.7 and 3.1 microns, a range normally unreachable with conventional intraband transitions in this type of material. With this approach the limitation of having bound states only with energies below the barrier no longer holds, therefore it becomes possible to detect energies higher than the upper limit imposed by the bandoffset of the materials. In this work theoretical as well as experimental results on the absorption of such QWIP, which are in excellent agreement, are presented showing photocurrent around 2.6 microns.","","978-1-4799-4696-9","10.1109/SBMicro.2014.6940111","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6940111","Quantum well infrared photodetector;QWIP;superlattice;bandoffset limit","Indium gallium arsenide;Photodetectors;Lead;Photoconductivity;Quantum computing","absorption;aluminium compounds;gallium arsenide;III-V semiconductors;indium compounds;infrared detectors;photoconductivity;photodetectors;quantum well devices;semiconductor superlattices","quantum well infrared photodetectors;superlattice structures;intraband transitions;absorption;QWIP;photocurrent;wavelength 1.7 mum to 3.1 mum;InGaAs-InAlAs","","","","6","IEEE","30 Oct 2014","","","IEEE","IEEE Conferences"
"Modeling Quantum Confinement in Multi-Gate Transistors with Effective Potential","C. S. Soares; P. K. R. Baikadi; A. C. J. Rossetto; M. A. Pavanello; D. Vasileska; G. I. Wirth","Programa de Pós-Graduação em Microeletrônica, Universidade Federal do Rio Grande do Sul, Porto Alegre, Brazil; Materials Science and Engineering, University of Texas at Dallas, Richardson, USA; Centro de Desenvolvimento Tecnológico, Universidade Federal de Pelotas, Pelotas, Brazil; Electrical Engineering Department, Centro Universitario FEI, São Bernardo do Campo, Brazil; Department of Electrical Engineering, Arizona State University, Tempe, USA; Programa de Pós-Graduação em Microeletrônica, Universidade Federal do Rio Grande do Sul, Porto Alegre, Brazil","2022 36th Symposium on Microelectronics Technology (SBMICRO)","16 Sep 2022","2022","","","1","4","Particle-based Monte Carlo device simulators are an efficient tool to investigate the performance and reliability of transistors. The semiclassical theoretical model employed in the Monte Carlo device simulator is unsuccessful to describe some aspects of the multi-gate transistors that come from the quantum behavior of charge carriers. To take into consideration the space-quantization effects in these simulators, a quantum correction is necessary. We propose to include an effective potential in the Monte Carlo device simulator to address the wave-like behavior of electrons in n-type silicon FinFET and n-type silicon nanowire transistors. The effective potential has a unique parameter, which can be adjusted to find a line density using an Effective Potential-Poisson solver that matches with the line density calculated using a Schrodinger-Poisson solver. We demonstrated that using the effective potential model, the effect of the electron confinement is well described.","","978-1-6654-8714-6","10.1109/SBMICRO55822.2022.9881047","Coordenação de Aperfeiçoamento de Pessoal de Nível Superior - Brasil (CAPES)(grant numbers:001); FAPESP(grant numbers:2019/15500-5); CNPq; FAPERGS(grant numbers:19/2551-0002286-7); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9881047","quantum confinement;FinFET;nanowire transistors;effective potential","Electric potential;Solid modeling;Monte Carlo methods;Smoothing methods;Potential well;FinFETs;Silicon","elemental semiconductors;Monte Carlo methods;MOSFET;nanowires;Poisson equation;Schrodinger equation;semiconductor device models;silicon","Monte Carlo device simulator;multigate transistors;quantum behavior;space-quantization effects;quantum correction;n-type silicon FinFET;n-type silicon nanowire transistors;Effective Potential-Poisson solver;effective potential model;modeling quantum confinement;Particle-based Monte Carlo device simulators;semiclassical theoretical model","","2","","18","IEEE","16 Sep 2022","","","IEEE","IEEE Conferences"
"Photonic Discrete-Time Quantum Walks using Spatial Light Modulators","G. Puentes; L. Neves","CONICET-Universidad de Buenos Aires, Instituto de Fısica de Buenos Aires (IFIBA), Buenos Aires, Argentina; Departamento de Física, Universidade Federal de Minas Gerais, Belo Horizonte, MG, Brazil","2020 Conference on Lasers and Electro-Optics (CLEO)","10 Sep 2020","2020","","","1","2","We report a novel scheme for photonic discrete-time quantum walks, using transverse spatial modes of photons and programmable spatial light modulators (SLM). Our scheme enables simulation of arbitrary steps, only limited by the SLM resolution.","2160-8989","978-1-943580-76-7","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9193567","","Photonics;Modulation;Quantum entanglement;Optimized production technology;Spatial resolution;Interference;Computational modeling","quantum theory;spatial light modulators","SLM resolution;programmable spatial light modulators;photonic discrete-time quantum walks","","","","18","","10 Sep 2020","","","IEEE","IEEE Conferences"
"The Role of Defects on the Performance of Quantum Dot Intermediate Band Solar Cells","L. J. Collazos; M. M. A. Huwayz; R. Jakomin; D. N. Micha; L. Dornelas Pinto; R. M. S. Kawabata; M. P. Pires; M. Henini; P. L Souza","LabSem - Pontifícia Universidade Católica do Rio de Janeiro, Rio de Janeiro, Brazil; School of Physics and Astronomy, University of Nottingham, Nottingham, U.K.; Universidade Federal do Rio de Janeiro, Campus Duque de Caxias, Rio de Janeiro, Brazil; Centro Federal de Educação Tecnológica Celso Suckow da Fonseca, Petrópolis, Brazil; LabSem - Pontifícia Universidade Católica do Rio de Janeiro and Instituto Nacional de Ciência e Tecnologia de Nanodispositivos Semicondutores DISSE, Rio de Janeiro, Brazil; LabSem - Pontifícia Universidade Católica do Rio de Janeiro and Instituto Nacional de Ciência e Tecnologia de Nanodispositivos Semicondutores DISSE, Rio de Janeiro, Brazil; Instituto de Física, Universidade Federal do Rio de Janeiro, Rio de Janeiro, Brazil; School of Physics and Astronomy, University of Nottingham, Nottingham, U.K.; LabSem - Pontifícia Universidade Católica do Rio de Janeiro and Instituto Nacional de Ciência e Tecnologia de Nanodispositivos Semicondutores DISSE, Rio de Janeiro, Brazil","IEEE Journal of Photovoltaics","21 Jun 2021","2021","11","4","1022","1031","Electrically active defects present in three InAs/GaAs quantum dots (QDs) intermediate band solar cells grown by metalorganic vapor phase epitaxy have been investigated. The devices' structures are almost identical, differing only in the growth temperature and thickness of the GaAs layers that cover each InAs QD layer. These differences induce significant changes in the solar energy conversion efficiency of the photovoltaic cells, as previously reported. In this work, a systematic investigation was carried out using deep level transient spectroscopy (DLTS) and Laplace DLTS measurements on control samples and solar cell devices, which have clearly shown that electrically active traps play an important role in the device figures of merit, such as open circuit voltage, short circuit current, and shunt resistance. In particular, it was found that the well-known EL2 defect negatively affects both the open circuit voltage and shunt resistance, more in structures containing QDs, as a consequence of the temperature cycle required to deposit them. Other unidentified defects, that are absent in samples in which the QDs were annealed at 700 °C, contribute to a reduction of the short circuit current, as they increase the Shockley-Read-Hall recombination. Photoluminescence results further support the DLTS-based assignments.","2156-3403","","10.1109/JPHOTOV.2021.3070433","Conselho Nacional de Desenvolvimento Científico e Tecnológico(grant numbers:140654/2014-3,201118/2016-5,153755/2016-4); Fundação Carlos Chagas Filho de Amparo à Pesquisa do Estado do Rio de Janeiro(grant numbers:E-26/010.000980/2019); Coordenação de Aperfeiçoamento de Pessoal de Nível Superior; Financiadora de Estudos e Projetos; Princess Nourah Bint Abdulrahman University; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9429869","Deep level transient spectroscopy (DLTS);intermediate band solar cell (IBSC);metalorganic vapor phase epitaxy (MOVPE) growth;nonradiative recombination;point defects;power conversion efficiency;quantum dots (QDs)","Photovoltaic cells;Gallium arsenide;Power conversion;Epitaxial growth;Quantum dots","annealing;deep level transient spectroscopy;electrical resistivity;electron-hole recombination;gallium arsenide;III-V semiconductors;indium compounds;MOCVD;photoluminescence;semiconductor epitaxial layers;semiconductor growth;semiconductor quantum dots;short-circuit currents;solar cells;vapour phase epitaxial growth;wide band gap semiconductors","photoluminescence;Shockley-Read-Hall recombination;annealing;short circuit current;Laplace DLTS measurements;deep level transient spectroscopy;photovoltaic cells;solar energy conversion efficiency;InAs QD layer;GaAs layers;growth temperature;metalorganic vapor phase epitaxy;electrically active defects;quantum dot intermediate band solar cells;unidentified defects;EL2 defect;shunt resistance;open circuit voltage;electrically active traps;solar cell devices;temperature 700.0 degC;InAs-GaAs","","2","","46","IEEE","12 May 2021","","","IEEE","IEEE Journals"
"Quantum-Inspired Neural Architecture Search","D. Szwarcman; D. Civitarese; M. Vellasco","PUC-Rio, IBM Research, Rio de Janeiro, Brazil; IBM Research, Rio de Janeiro, Brazil; Dept. of Electrical Engineering, PUC-Rio, Rio de Janeiro, Brazil","2019 International Joint Conference on Neural Networks (IJCNN)","30 Sep 2019","2019","","","1","8","Deep neural networks have gained attention in the last decade as significant progress has been made in a variety of tasks thanks to these new architectures. Most of the time, hand-designed networks are responsible for this incredible success. However, this engineering process demands considerable time and expert knowledge, which leads to an increasing interest in automating the design of deep architectures. Several new algorithms have been proposed to address the neural architecture search problem, but many of them require significant computational resources. Quantum-inspired evolutionary algorithms (QIEA) have their roots on quantum computing principles and present promising results in respect to faster convergence. In this work, we propose Q-NAS (Quantum-inspired Neural Architecture Search): a quantum-inspired algorithm to search for deep neural architectures by assembling substructures and optimizing some numerical hyperparameters. We present the first results applying Q-NAS on the CIFAR-10 dataset using only 20 K80 GPUs for about 50 hours. The obtained networks are relatively small (less than 20 layers) compared to other state-of-the-art models and achieve promising accuracies with considerably less computational cost than other NAS algorithms.","2161-4407","978-1-7281-1985-4","10.1109/IJCNN.2019.8852453","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8852453","Neural architecture search;deep learning;quantum inspired algorithms","Computer architecture;Quantum computing;Evolutionary computation;Sociology;Statistics;Probability density function;Deep learning","evolutionary computation;expert systems;neural nets;quantum computing;search problems","deep neural networks;hand-designed networks;neural architecture search problem;quantum computing principles;deep neural architectures;quantum-inspired evolutionary algorithms;quantum-inspired neural architecture search;Q-NAS;expert knowledge","","10","","36","IEEE","30 Sep 2019","","","IEEE","IEEE Conferences"
"Efficient In-Situ Quantum Computing Simulation of Shor's and Grover's Algorithms","A. Avila; R. H. S. Reiser; A. C. Yamin; M. L. Pilla","Centre for Technological Development, Federal University of Pelotas, Pelotas, Brazil; Centre for Technological Development, Federal University of Pelotas, Pelotas, Brazil; Centre for Technological Development, Federal University of Pelotas, Pelotas, Brazil; Centre for Technological Development, Federal University of Pelotas, Pelotas, Brazil","2017 International Symposium on Computer Architecture and High Performance Computing Workshops (SBAC-PADW)","16 Nov 2017","2017","","","61","66","Exponential increase and global access to read/write memory states in quantum computing simulation limit both the number of qubits and quantum transformations that can be currently simulated. Although quantum computing simulation is parallel by nature, spatial and temporal complexity are major performance hazards, making this an important application for HPC. A new methodology employing reduction and decomposition optimizations has shown great results, but its GPU implementation could be further improved. In this work, we intend to do a new implementation for in-situ GPU simulation that better explores its resources without requiring further HPC hardware. Shors and Grovers algorithms are simulated and compared to the previous version and to LIQUi|s simulator, showing better results with relative speedups up to 15.5× and 765.76× respectively.","","978-1-5386-4819-3","10.1109/SBAC-PADW.2017.19","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8109007","Quantum Computing;Simulation;GPU","Quantum computing;Computational modeling;Integrated circuit modeling;Optimization;Graphics processing units;Tensile stress;Complexity theory","digital simulation;graphics processing units;parallel processing;quantum computing","LIQUi simulator;high-performance computing;HPC;spatial complexity;qubits;read-write memory states;grover's algorithm;shor's algorithms;decomposition optimizations;temporal complexity;quantum transformations;in-situ quantum computing simulation;in-situ GPU simulation","","2","","17","IEEE","16 Nov 2017","","","IEEE","IEEE Conferences"
"Low-Rank Quantum State Preparation","I. F. Araujo; C. Blank; I. C. S. Araújo; A. J. da Silva","Department of Statistics and Data Science, Yonsei University, Seoul, Republic of Korea; Data Cybernetics, Landsberg am Lech, Germany; Centro de Informática, Universidade Federal de Pernambuco, Recife, Pernambuco, Brazil; Centro de Informática, Universidade Federal de Pernambuco, Recife, Pernambuco, Brazil","IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems","","2023","PP","99","1","1","Ubiquitous in quantum computing is the step to encode data into a quantum state. This process is called quantum state preparation, and its complexity for non-structured data is exponential on the number of qubits. Several works address this problem, for instance, by using variational methods that train a fixed depth circuit with manageable complexity. These methods have their limitations, as the lack of a back-propagation technique and barren plateaus. This work proposes an algorithm to reduce state preparation circuit depth by offloading computational complexity to a classical computer. The initialized quantum state can be exact or an approximation, and we show that the approximation is better on today’s quantum processors than the initialization of the original state. Experimental evaluation demonstrates that the proposed method enables more efficient initialization of probability distributions in a quantum state.","1937-4151","","10.1109/TCAD.2023.3297972","National Research Foundation of Korea(grant numbers:2022M3E4A1074591); Funda??o de Amparo ? Ci?ncia e Tecnologia do Estado de Pernambuco(grant numbers:IBPG-0834-1.03/19); Coordena??o de Aperfei?oamento de Pessoal de N?vel Superior; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10190145","Quantum computing;entanglement;Schmidt decomposition;state preparation;approximate state preparation","Quantum state;Qubit;Logic gates;Complexity theory;Quantum entanglement;Encoding;Approximation algorithms","","","","","","","IEEE","21 Jul 2023","","","IEEE","IEEE Early Access Articles"
"Three-Input NPN Class Gate Library for Atomic Silicon Quantum Dots","M. D. Vieira; S. S. H. Ng; M. Walter; R. Wille; K. Walus; R. S. Ferreira; O. P. V. Neto; J. A. M. Nacif","Universidade Federal de Viçosa, Florestal, Brazil; Department of Electrical and Computer Engineering, University of British Columbia, Vancouver, BC, Canada; Chair for Design Automation Technical University of Munich, München, Germany; Chair for Design Automation Technical University of Munich, München, Germany; Department of Electrical and Computer Engineering, University of British Columbia, Vancouver, BC, Canada; Universidade Federal de Viçosa, Viçosa, Brazil; Department of Computer Science, Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; Universidade Federal de Viçosa, Florestal, Brazil","IEEE Design & Test","25 Oct 2022","2022","39","6","147","155","This article proposes a complete three-input gate library using atomic silicon quantum dots made of silicon dangling bonds. ","2168-2364","","10.1109/MDAT.2022.3189814","Conselho Nacional de Desenvolvimento Cient?fico e Tecnol?gico; Coordena??o de Aperfei?oamento de Pessoal de N?vel Superior; Funda??o de Amparo ? Pesquisa do Estado de Minas Gerais; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9825688","Atomic Silicon Quantum-dot;Gate Library;Three-input Gates;Silicon Dangling Bonds;SiQAD","Logic gates;Solid modeling;Silicon;Wires;Quantum dots;Layout","dangling bonds;elemental semiconductors;semiconductor quantum dots;silicon","atomic silicon quantum dots;input NPN class gate library;silicon dangling bonds;three-input gate library","","4","","12","IEEE","11 Jul 2022","","","IEEE","IEEE Magazines"
"Thermal Evaluation of 28-nm p-type FD-SOI MOSFETs","A. Rossetto; C. Soares; G. Wirth; M. Pavanello; Z. Wang; D. Vasileska","Centro de Desenvolvimento Tecnológico, Universidade Federal de Pelotas, Pelotas, Brazil; Programa de Pós-graduação em Microeletrônica, Universidade Federal do Rio Grande do Sul, Porto Alegre, Brazil; Programa de Pós-graduação em Microeletrônica, Universidade Federal do Rio Grande do Sul, Porto Alegre, Brazil; Departamento de Engenharia Elétrica, Centro Universitário FEI, São Bernardo do Campo, Brazil; School of Electrical, Computer and Energy Engineering, Arizona State University, Tempe, USA; School of Electrical, Computer and Energy Engineering, Arizona State University, Tempe, USA","2023 IEEE Latin American Electron Devices Conference (LAEDC)","11 Aug 2023","2023","","","1","4","With the advent of quantum computing, MOSFET operation in cryogenic environments is of particular interest. Moreover, the full understanding of the thermal dynamic under these circumstances is key for proper modeling and design of circuits for low-temperature applications. In this work we present the partial results for the ongoing investigation of self-heating effects in 28-nm p-type FD-SOI devices aiming cryogenic operation. The simulation framework proved to deliver consistent results for room temperature data, and it is being extended to incorporate ultra-low temperature capabilities.","2835-3471","979-8-3503-1190-7","10.1109/LAEDC58183.2023.10209116","Coordenação de Aperfeiçoamento de Pessoal de Nível Superior; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10209116","Self-heating;reliability;CMOS","Temperature distribution;MOSFET;Quantum computing;Computational modeling;Cryogenics;Integrated circuit modeling","cryogenic electronics;MOSFET;semiconductor device models;silicon-on-insulator;thermal analysis","cryogenic environments;cryogenic operation;FD-SOI devices;low-temperature applications;MOSFET operation;p-type FD-SOI MOSFET;quantum computing;room temperature data;self-heating effects;size 28 nm;temperature 293.0 K to 298.0 K;thermal Evaluation;ultra-low temperature capabilities","","","","15","IEEE","11 Aug 2023","","","IEEE","IEEE Conferences"
"Depolarization’s Dynamic: Exponential and q-Exponential Decay","F. J. L. de Almeida; J. Batista Rosa Silva; R. V. Ramos","Dept. of Teleinformatic Engineering, Federal University of Ceara, Fortaleza, Brazil; Dept. of Teleinformatic Engineering, Federal University of Ceara, Fortaleza, Brazil; Dept. of Teleinformatic Engineering, Federal University of Ceara, Fortaleza, Brazil","2021 SBMO/IEEE MTT-S International Microwave and Optoelectronics Conference (IMOC)","1 Dec 2021","2021","","","1","3","Light polarization is an important property that has being extensively used for quantum communication purposes. However, light polarization is also fragile and during propagation in a noisy channel the light becomes partially or even completely unpolarized, making impossible the realization of quantum protocols without polarization control. In this direction, the present work studies the dynamic of the depolarization of some noisy channels found in the literature identifying when the polarization vanishes exponentially and q- exponentially.","","978-1-6654-4015-8","10.1109/IMOC53012.2021.9624835","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9624835","light polarization;depolarization;noisy channel;q-exponential","Optical polarization;Protocols;Microwave communication;Noise measurement;Quantum communication","light polarisation;quantum communication;quantum optics","depolarization;noisy channel;q-exponential decay;light polarization;quantum communication purposes;realization;quantum protocols;polarization control","","","","13","IEEE","1 Dec 2021","","","IEEE","IEEE Conferences"
"SegQNAS: Quantum-inspired Neural Architecture Search applied to Medical Image Semantic Segmentation","G. Carlos; K. Figueiredo; A. Hussain; M. Vellasco","Dept. of Electrical Engineering, PUC-Rio, Rio de Janeiro, Brazil; Dept. of Informatics and Computer Science, UERJ, Rio de Janeiro, Brazil; Dept. of Electrical Engineering, University of Sharjah, Sharjah, United Arab Emirates; Dept. of Electrical Engineering, PUC-Rio, Rio de Janeiro, Brazil","2023 International Joint Conference on Neural Networks (IJCNN)","2 Aug 2023","2023","","","1","8","Semantic segmentation can be applied to a wide range of applications. One of the most interesting is medical image analysis. Applying semantic segmentation techniques in that field has great potential to assist physicians in diagnosing and analysing medical scans for the patient's benefit. Traditionally, several techniques have been applied in order to perform semantic segmentation. However, with the development of Deep Learning methods, there was a paradigm shift. Deep learning techniques are able to achieve great results, comparable to human-level performance. In order to achieve state-of-the-art results, researchers have to lean on the task of designing novel deep neural network architectures. That process is very time-consuming and heavily relies on experience and expert knowledge. Neural architecture search is the process of automatising the search for new deep neural network architectures. Quantum-Inspired Neural Architecture Search is a neural architecture search algorithm that leverages the benefits of quantum-inspired computing to search for neural network architectures efficiently. In this work, we adapt this to search for semantic segmentation neural networks and apply it to medical image analysis. The Spleen and Prostate datasets from the Medical Segmentation Decathlon challenge were used. Results show that our work was able to find better-performing semantic segmentation architectures for both datasets: $0.9583\pm 0.006$ in comparison to ResU-Net $0.9525\pm 0.008$ for the spleen dataset, and $0.6887\pm 0.067$ in comparison to $0.6529\pm 0.070$ for the prostate dataset.","2161-4407","978-1-6654-8867-9","10.1109/IJCNN54540.2023.10191869","Coordenação de Aperfeiçoamento de Pessoal de Nível Superior - Brasil (CAPES) - Finance Code 001; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10191869","Neural Architecture Search;Semantic Segmentation;Medical Image Analysis;Quantum-inspired Evolutionary Algorithms","Deep learning;Image analysis;Quantum computing;Semantic segmentation;Computer architecture;Artificial neural networks;Medical services","convolutional neural nets;deep learning (artificial intelligence);image segmentation;medical image processing;neural net architecture;neural nets;search problems","analysing medical scans;Deep Learning methods;Deep learning techniques;deep neural network architectures;diagnosing;great results;medical image analysis;Medical image semantic Segmentation;Medical Segmentation Decathlon challenge;neural architecture search algorithm;quantum-inspired computing;quantum-inspired Neural Architecture Search;Quantum-Inspired Neural Architecture Search;semantic segmentation architectures;semantic segmentation neural networks;semantic segmentation techniques","","","","25","IEEE","2 Aug 2023","","","IEEE","IEEE Conferences"
