"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Lattice-Based Cryptoprocessor for CCA-Secure Identity-Based Encryption","C. P. Rentería-Mejía; J. Velasco-Medina","School of Electrical and Electronics Engineering, Universidad del Valle, Cali, Colombia; School of Electrical and Electronics Engineering, Universidad del Valle, Cali, Colombia","IEEE Transactions on Circuits and Systems I: Regular Papers","26 Jun 2020","2020","67","7","2331","2344","In this paper, we propose a lattice-based encryption scheme for Identity-Based Encryption (IBE) which is secure against Chosen-Ciphertext Attacks (CCA), and it is deduced from a previous Chosen-Plaintext Attack (CPA) secure IBE scheme by applying Fujisaki-Okamoto transform. Also, we present the design of a lattice-based cryptoprocessor that performs the encryption or decryption of the proposed CCA IBE scheme for the security parameters n = 512 and n = 1024. In this case, the cryptoprocessor is mainly composed of one Random Number Generator (RNG), two hash function cores based on the Secure Hash Algorithm-3 (SHA-3) standard, and one Number Theoretical Transform (NTT) core for performing the polynomial ring operations. NTT core is designed using a systolic array and radix-2 multiple-path delay commutator architecture. The cryptoprocessor was synthesized on FPGA EP4SGX230KF40C2 using Quartus Prime 17.1, and verified in hardware using DE4 board and SignalTap tool. According to the obtained synthesis results, for the security parameter n = 1024, the IBE cryptoprocessor performs the encryption in 21.10 μs, and the decryption in 24.87 μs.","1558-0806","","10.1109/TCSI.2020.2981089","Colciencias; Universidad del Valle; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9046808","Identity-based cryptography;lattice-based cryptography;NTT-based polynomial multiplication;post-quantum cryptography;chosen-ciphertext attack","Lattices;Encryption;Hardware;Elliptic curve cryptography;Transforms","cryptography;field programmable gate arrays;polynomials;random number generation;transforms","lattice-based cryptoprocessor;CCA IBE scheme;Secure Hash Algorithm-3;Number Theoretical Transform core;systolic array;radix-2 multiple-path delay;FPGA EP4SGX230KF40C2;CCA-Secure Identity-Based Encryption;lattice-based encryption scheme;Chosen-Ciphertext Attacks;IBE cryptoprocessor;Quartus Prime 17.1;DE4 board;SignalTap tool;Fujisaki-Okamoto transform;time 21.1 mus;time 24.87 mus","","3","","41","IEEE","25 Mar 2020","","","IEEE","IEEE Journals"
"One channel tunable bandpass superconducting filter for wavelength selective switching applications in communications systems","L. E. G. Reyes; L. M. Segura-Gutierrez; J. E. Ordoñez; G. Zambrano; J. H. Reina","Facultad de Ciencias Naturales Universidad de Ibagué, Ibagué, Colombia; Thin Films Group Departamento de Física, Universidad del Valle, Cali, Colombia; Thin Films Group Departamento de Física, Universidad del Valle, Cali, Colombia; Thin Films Group Departamento de Física, Universidad del Valle, Cali, Colombia; Centre for Bioinformatics and Photonics (CIBioFi) Quantum Technologies, Information and Complexity Group Universidad del Valle, Cali, Colombia","2022 International Conference on Numerical Simulation of Optoelectronic Devices (NUSOD)","21 Sep 2022","2022","","","151","152","We design and evaluate the performance of optical filters that are built from one-dimensional photonic crystals (PhCs) amenable for integration into optical networks based on wavelength division multiplexing (WDM). The photonic heterostructures comprise the integration of a ferroelectric (BaTiO3), a dielectric (Y2 O3), and a critical high-temperature superconductor material (YBa2 Cu3 O7-x) in between. Such nanosystems can allow for routing and switching optical signals at well defined wavelengths in the near-infrared spectral regions, as required in optical telecommunication channels. By tailoring the superconductor key parameters (e.g. layer thickness), temperature and the direction of the incident light, we provide a computational test-bed for the implementation of multiplexed PhC-optical filters that can be integrated into either photonic and optoelectronic circuits or in devices for the transmission of information that work in the 1300 - 1700 nm range. The proposed filters are expected to work at very low-temperature environments (e.g., outer space conditions).","2158-3242","978-1-6654-7899-1","10.1109/NUSOD54938.2022.9894811","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9894811","Optical Filters;Superconductors;Transfer matrix technique;Photonic Crystals","Optical filters;Band-pass filters;High-temperature superconductors;Temperature distribution;Optical switches;Information filters;Wavelength division multiplexing","band-pass filters;barium compounds;high-temperature superconductors;infrared spectra;optical fibre networks;optical filters;optical switches;photonic crystals;superconducting filters;telecommunication channels;wavelength division multiplexing;yttrium compounds","optoelectronic circuits;low-temperature environments;wavelength selective switching applications;communications systems;one-dimensional photonic crystals;PhCs;optical networks;WDM;photonic heterostructures;switching optical signals;defined wavelengths;near-infrared spectral regions;optical telecommunication channels;superconductor key parameters;incident light;computational test-bed;multiplexed PhC-optical filters;photonic circuits;channel tunable bandpass superconducting filter;optical filters;wavelength division multiplexing;ferroelectric barium titanate;critical high-temperature superconductor material;size 1300.0 nm to 1700.0 nm;BaTiO3-Y2O3-YBa2Cu3O7-x","","","","2","IEEE","21 Sep 2022","","","IEEE","IEEE Conferences"
"“Characterization of a 2D Stackable Dielectric Luneburg Lens Radiation pattern: Insights from Reverberation and Radiation Tests”","M. AlMansoori; A. Rangel; F. Vega; A. Banelli; C. Kasmi; L. O. Fichte; M. Stiemer","Faculty of Electrical Engineering, Helmut Schmidt University, Hamburg, Germany; Directed Energy Research Centre, Technology Innovation Institute, Abu Dhabi, United Arab Emirates; Directed Energy Research Centre, Technology Innovation Institute, Abu Dhabi, United Arab Emirates; Directed Energy Research Centre, Technology Innovation Institute, Abu Dhabi, United Arab Emirates; Directed Energy Research Centre, Technology Innovation Institute, Abu Dhabi, United Arab Emirates; Directed Energy Research Centre, Technology Innovation Institute, Abu Dhabi, United Arab Emirates; Directed Energy Research Centre, Technology Innovation Institute, Abu Dhabi, United Arab Emirates","2023 International Conference on Electromagnetics in Advanced Applications (ICEAA)","31 Oct 2023","2023","","","417","417","This study focuses on the characterization of a 2D stackable dielectric Luneburg lens as a direction-of-arrival (DOA) estimation device [1], which is of interest for several applications, such as: wireless communication [2], radar, and navigation systems. As any other Luneburg lens, the device has a refractive index that gradually changes inside the material. Also, every point on the surface of the lens serves as a focal point for a plane wave from the opposite side, enabling precise direction finding based on the received signal level on the system, which consists of the lens and an antenna array. The design proposed in this study is a 2D stackable Luneburg lens design which is a novel approach to improve the practicality and flexibility of the traditional spherical device by adapting rapid-prototyping techniques as well as optimized performance.","2766-2284","979-8-3503-2058-9","10.1109/ICEAA57318.2023.10297705","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10297705","","Wireless communication;Performance evaluation;Surface waves;Refractive index;Receiving antennas;Dielectrics;Radar applications","","","","","","2","IEEE","31 Oct 2023","","","IEEE","IEEE Conferences"
"Structured Approach and Impedance Spectroscopy Microsystem for Fractional-Order Electrical Characterization of Vegetable Tissues","J. -J. Cabrera-López; J. Velasco-Medina","Automatic and Electronics Department, Universidad Autónoma de Occidente, Cali, Colombia; School of Electrical and Electronics Engineering, Universidad del Valle, Cali, Colombia","IEEE Transactions on Instrumentation and Measurement","6 Jan 2020","2020","69","2","469","478","Accuracy measurement of the impedance over a spread spectrum is the foundation of impedance spectroscopy (IS) technique, which has been recently proposed as a simple noninvasive technique for impedance spectrum measurement of a biological material (BM). This measurement is used to develop the equivalent electrical model (EEM) and to perform electrical characterization of the BM. In this paper, we propose a suitable approach for high-reliability electrical characterization of vegetable tissues by using a high-accuracy impedance spectrum measurement based on a structured algorithm, a flexible IS microsystem, and fractional-order (FO) models. The designed microsystem uses minimal discrete circuits and a programmable mixed-signal circuit, and it is validated by using EEMs of integer-order (IO), that is, the IS measures were compared with the simulation results. Also, impedance spectrum measures of vegetable tissues are carried out using the microsystem. In this case, five EEMs described by IO and FO differential equations are used to perform the parametric optimization using the Nelder-Mead “simplex” algorithm. Taking into account the obtained simulation results and experimental measures, it is possible to mention that the structured approach is suitable for applications that require to measure the bioimpedance over a spread spectrum, such as electrical IS (EIS) and electrical impedance tomography (EIT).","1557-9662","","10.1109/TIM.2019.2904131","Colciencias (Administrative Department of Science, Technology and Innovation of Colombia), Colombia; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8686216","Characterization;fractional calculus;impedance spectroscopy (IS);parameter estimation;system implementation","Impedance;Impedance measurement;Voltage measurement;Current measurement;Discrete Fourier transforms;Micromechanical devices","bioelectric phenomena;biological tissues;electric impedance;electric impedance imaging;electric impedance measurement;mixed analogue-digital integrated circuits","structured approach;impedance spectroscopy microsystem;fractional-order electrical characterization;vegetable tissues;spread spectrum;simple noninvasive technique;equivalent electrical model;high-reliability electrical characterization;high-accuracy impedance spectrum measurement;structured algorithm;fractional-order models;IS measures;electrical impedance tomography;Nelder-Mead simplex algorithm","","15","","36","IEEE","11 Apr 2019","","","IEEE","IEEE Journals"
"Three-Phase Flow Tomography System in Upward-Vertical High-Viscous-Oil/Water/Gas Flow","H. F. Velasco-Peña; A. Bonilla-Riaño; C. M. Santos; O. M. H. Rodriguez","Electrical Engineering Program, Universidad de La Salle, Bogotá, Colombia; Engineering School, Universidad de La Salle, Bogotá, Colombia; Industrial Multiphase Flow Laboratory, University of São Paulo, São Paulo, Brazil; Mechanical Engineering Department, University of São Paulo, São Paulo, Brazil","IEEE Transactions on Instrumentation and Measurement","22 Mar 2022","2022","71","","1","12","A new three-phase flow tomography system is presented in this work. The system was developed to be applied in high-viscous-oil/water/gas flow arranged in different flow patterns, with the three fluids present simultaneously in a crossing point. The primary measurement is based on a simpler and reliable digital in-phase/quadrature (IQ) demodulator and a wire-mesh sensor (WMS), but the system is capable of including different types of primary measurements. Dynamic three-phase flow tests were carried out to verify the system performance and compare its results with the ones obtained by quick-closing valves (QCVs) and a high-speed video camera. In situ volumetric fractions and flow patterns were compared. The experiments were conducted in a vertical glass pipe of 50-mm i.d. and 12-m height. The observed three-phase flow patterns were water-continuous churn flow with dispersed bubbles and oil drops (WChBoDo), water-continuous slug flow with Taylor bubbles, spherical bubbles, and oil drops (WPiBoDo), and oil-continuous slug flow with Taylor bubbles, spherical bubbles, and water drops (OPiBoDi). Compared with the measurements using QCVs, the average relative errors of the measured volumetric phase fractions were 12% for water, 13% for air, and 22% for oil. The experimental results, including the details of the flow inside the pipe, the phase distributions, and the objective characterization of flow patterns, suggest that the proposed system is a promising option for three-phase flow-related studies and developments. The proposed technique can reach 8930 frames/s with a  $16\times16$  WMS.","1557-9662","","10.1109/TIM.2022.3156990","PETROBRAS through the project “Comparação entre Métodos de Elevação Artificial para Óleos Viscosos com Gás”(grant numbers:0050.0082074.13.9); CNPq “Bolsa de produtividade”(grant numbers:311057/2020-9); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9729219","Flow patterns;impedance measurement;three-phase flow;tomography;wire-mesh","Oils;Tomography;Wires;Permittivity measurement;Phase measurement;Laboratories;Viscosity","bubbles;flow visualisation;oils;pattern formation;pipe flow;tomography;two-phase flow;water","primary measurement;system performance;high-speed video camera;three-phase flow patterns;water-continuous churn flow;oil drops;water-continuous slug flow;Taylor bubbles;spherical bubbles;oil-continuous slug flow;water drops;volumetric phase fractions;phase distributions;three-phase flow-related studies;three-phase flow tomography system;wire-mesh sensor;pipe flow;H2O","","","","43","IEEE","4 Mar 2022","","","IEEE","IEEE Journals"
"Direction of Arrival Estimation Using an Array of Stacked 2D Luneburg Lenses","A. Rangel; M. Almansoori; F. Vega; A. Banelli; C. Kasmi","Quanta Electromagnetic Science S.A.S, Bogota, Colombia; Directed Energy Research Centre, Technology Innovation Institute, Abu Dhabi, United Arab Emirates; Directed Energy Research Centre, Technology Innovation Institute, Abu Dhabi, United Arab Emirates; Directed Energy Research Centre, Technology Innovation Institute, Abu Dhabi, United Arab Emirates; Directed Energy Research Centre, Technology Innovation Institute, Abu Dhabi, United Arab Emirates","2022 IEEE International Symposium on Antennas and Propagation and USNC-URSI Radio Science Meeting (AP-S/URSI)","21 Sep 2022","2022","","","2058","2059","We present the design and simulation of a DOA system composed by a novel 2D stacked Luneburg lens and an antenna array. The non-resonant lens is composed of 7 layers of a dual-diameter structure. The variation in the refraction index is achieved by adding cylindrical air inclusions in a dielectric base material. The results demonstrate that the design is suitable in direction finding applications.","1947-1491","978-1-6654-9658-2","10.1109/AP-S/USNC-URSI47032.2022.9886750","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9886750","","Direction-of-arrival estimation;Navigation;Conferences;Atmospheric modeling;Dielectrics;Indexes;Lenses","antenna arrays;direction-of-arrival estimation;lens antennas;lenses;refractive index","direction finding applications;stacked 2D Luneburg lenses;DOA system;novel 2D stacked Luneburg lens;antenna array;nonresonant lens;dual-diameter structure;refraction index;cylindrical air inclusions;dielectric base material","","3","","8","IEEE","21 Sep 2022","","","IEEE","IEEE Conferences"
"Investigation of CdTe, GaAs, Se and Si as Sensor Materials for Mammography","S. Procz; G. Roque; C. Avila; J. Racedo; R. Rueda; I. Santos; M. Fiederle","Freiburg Materials Research Center, Albert-Ludwigs-Universität Freiburg, Freiburg im Breisgau, Germany; Department of Physics, Universidad de los Andes, Bogotá, Colombia; Department of Physics, Universidad de los Andes, Bogotá, Colombia; Department of Physics, Universidad de los Andes, Bogotá, Colombia; School of Medicine, Universidad de los Andes, Bogotá, Colombia; Department of Plastic Surgery, Fundación Santa Fe de Bogotá University Hospital, Bogotá, Colombia; Freiburg Materials Research Center, Albert-Ludwigs-Universität Freiburg, Freiburg im Breisgau, Germany","IEEE Transactions on Medical Imaging","30 Nov 2020","2020","39","12","3766","3778","Despite the benefits of mammography investigations, some studies have shown that X-ray exposure from the mammography screening itself can statistically cause breast cancer in a small fraction of women. Therefore, a dose reduction in mammography is desirable. At the same time, there is a demand for a higher spatial resolution in mammographic imaging. The most promising way to achieve these goals is the use of advanced photon-processing semiconductor X-ray detectors with optimum sensor materials. This study addresses the investigation of the optimum semiconductor sensor material for mammography in combination with the photon-processing detector Medipix3RX. The influence of K-shell fluorescence from the sensor material on the achievable contrast-to-noise ratio is investigated, as well as the attenuation efficiency. The three different sensor materials, CdTe, GaAs, and Si are studied, showing advances of CdTe-sensors for mammography. Furthermore, a comparison of the contrast-to-noise ratio between a clinical Se-detector and Medipix3RX detectors with Si- and CdTe-sensors is shown using a self-produced mammography phantom that is based on real human tissue.","1558-254X","","10.1109/TMI.2020.3004648","German Ministry of Research and Education (BMBF) through the MAMMOSECUR Förderkennzeichen Project(grant numbers:01DN19002); Colombian Ministry of Science, Technology and Innovation (COLCIENCIAS) Project(grant numbers:80740-055-2019); Faculty of Science, Universidad de los Andes(grant numbers:P18.160322.001-15FISI01); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9123905","CdTe;contrast-to-noise ratio;GaAs;human phantom;mammography;Medipix3RX;spatial resolution;X-ray attenuation efficiency","Detectors;II-VI semiconductor materials;Cadmium compounds;Photonics;Gallium arsenide;Silicon;Phantoms","biological organs;biological tissues;cadmium compounds;cancer;chemical sensors;diagnostic radiography;elemental semiconductors;gallium compounds;III-V semiconductors;II-VI semiconductors;mammography;medical image processing;phantoms;selenium;semiconductor counters;X-ray detection","X-ray exposure;semiconductor sensor material;CdTe-sensors;clinical Se-detector;mammography phantom;Medipix3RX photon-processing detector;photon-processing semiconductor X-ray detectors;breast cancer;mammographic imaging;K-shell fluorescence;Si-sensors;human tissue;GaAs;Si;CdTe;Se","Arsenicals;Cadmium Compounds;Female;Gallium;Humans;Mammography;Quantum Dots;Tellurium","9","","66","CCBY","24 Jun 2020","","","IEEE","IEEE Journals"
"Measurement System for a Power Quality Improvement Structure Based on IEEE Std.1459","J. C. Alfonso-Gil; S. Orts-Grau; N. Muñoz-Galeano; F. J. Gimeno-Sales; S. Seguí-Chilet","Department of Engineering of Industrial Systems and Design, Universidad Jaume I de Castellón, Castellón de la Plana, Spain; UPVLC (EED-UPVLC), Electronics Engineering Department, Valencia, Spain; Electrical Engineering Department, Universidad de Antioquia, Medellín, Colombia; UPVLC (EED-UPVLC), Electronics Engineering Department, Valencia, Spain; UPVLC (EED-UPVLC), Electronics Engineering Department, Valencia, Spain","IEEE Transactions on Instrumentation and Measurement","6 Nov 2013","2013","62","12","3177","3188","This paper presents an IEEE Std. 1459 power magnitude measurement system working as a part of a power quality improvement structure. It is intended to enhance the performance of selective shunt active power compensators (SAPCs). The measurements system includes a synchronization structure to estimate the fundamental positive-sequence component of grid voltages in distorted and asymmetric three-phase systems. The synchronization signal is used by a sliding window discrete Fourier transformation (SDFT) recursive algorithm to obtain the fundamental components of the voltages and currents. This algorithm extremely reduces the computational cost compared with the classic SDFT implementation. This strategy allows for a sample-by-sample quasicontinuous calculation of all power quantities, as well as the nonefficient currents. These magnitudes had been used to generate the reference currents for an SAPC achieving a quasicontinuous compensation of the nonefficient power quantities. Simulation and experimental results demonstrate that the proposed measurements system operates correctly under all electrical power network conditions.","1557-9662","","10.1109/TIM.2013.2270901","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6555928","Harmonics;IEEE Std 1459;measurements system;power quality;power systems;unbalanced power","IEEE standards;Power systems;Power system measurements;Power quality;Harmonic analysis","compensation;discrete Fourier transforms;IEEE standards;power grids;power measurement;power supply quality;power system measurement;synchronisation","IEEE Std. 1459 standard;power magnitude measurement system;power quality improvement structure;selective shunt active power compensator;SAPC;synchronization structure;fundamental positive-sequence component;grid voltage;asymmetric three-phase system;sliding window discrete Fourier transformation recursive algorithm;SDFT recursive algorithm;sample-by-sample quasicontinuous compensation calculation;reference current generation;nonefficient power quantity;electrical power network condition","","14","","47","IEEE","9 Jul 2013","","","IEEE","IEEE Journals"
"On the Orientation of Signal Excitation for Magnetically Coupled Human Body Communication","G. A. Álvarez-Botero; Y. K. Hernández-Gómez; H. Lobato-Morales","CICESE, Ensenada, Mexico; Centro de la Industria, La Empresa y los Servicios, Grupo GIDEST HUILA, Tecnoacademia Neiva, SENA, Neiva, Huila, Colombia; CICESE, Ensenada, Mexico","IEEE Transactions on Instrumentation and Measurement","13 Sep 2022","2022","71","","1","9","Human body communication (HBC) technologies have vast potential in the health care landscape. This work focuses on Magnetic HBC (MHBC), supporting for the first time that this technique is more efficient when planar inductors are used as transceivers. A systematic study was performed to establish the most appropriate way to excite the signal into the human body to improve the channel usability and provide a design criterium for transceiver designers. Furthermore, a physical-based model is proposed and tested against channel measurements, obtaining excellent experiment-model correlation at frequencies up to 20 MHz.","1557-9662","","10.1109/TIM.2022.3201535","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9866806","Human body communication (HBC);magnetically-coupled HBC;signal excitation for MHBC","Coils;Couplings;Inductors;Skin;Solenoids;Transmitters;Integrated circuit modeling","biomedical communication;health care;inductors;patient care;transceivers","signal excitation;human body communication technologies;health care landscape;planar inductors;transceiver designers;magnetic HBC","","","","43","IEEE","25 Aug 2022","","","IEEE","IEEE Journals"
"Characterization of a Multispectral Imaging System Based on Narrow Bandwidth Power LEDs","M. A. T. Monsalve; G. Osorio; N. L. Montes; S. Lopez; S. Cubero; J. Blasco","Departamento de ingeniería eléctrica electrónicas y computación, Universidad Nacional de Colombia Sede Manizales, Manizales, Colombia; Departamento de ingeniería eléctrica electrónicas y computación, Universidad Nacional de Colombia Sede Manizales, Manizales, Colombia; Departamento de sistemas e informática, Universidad de Caldas, Manizales, Colombia; Instituto Valenciano de Investigaciones Agrarias (IVIA), Valencia, Spain; Instituto Valenciano de Investigaciones Agrarias (IVIA), Valencia, Spain; Instituto Valenciano de Investigaciones Agrarias (IVIA), Valencia, Spain","IEEE Transactions on Instrumentation and Measurement","24 Nov 2020","2021","70","","1","11","Multispectral imaging systems using narrow-band power LEDs have become a feasible solution for a wide range of applications. Their fast response and simple implementation compensate for a low spectral resolution. In this article, we are filling a gap identified in the literature on multispectral systems by presenting a detailed design of a light controller, as well as a characterization of the whole system by means of a correlation and a repeatability analysis. We use a reference color target to assess accuracy and precision by comparing our system with high-performance hyperspectral equipment used in fruit quality control. The system captures multispectral images (MSIs) with 15 different wavelengths (λ ∈ [410 950] nm). The main finding is a Pearson correlation index above 80% (ρ > 0.8) with a variance in the measure within 10% (σ2 <; 0.1). We also examine the characteristics of the instrument at a maximum speed of 8 MSIs/s although this entails sacrificing precision (σ2 <; 0.3).","1557-9662","","10.1109/TIM.2020.3010109","Administrative Department of Science, Technology, and Innovation - Colciencias under the program Doctorados Nacionales Colciencias ref. 647-2014; INIA RTA2015-00078-00-00 and AEI PID2019-107347RR-C31; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9143139","Calibration;characterization;lighting control;measure instrument;multispectral imaging (MSI);narrow-band;power LED","Light emitting diodes;Cameras;Lighting;Hyperspectral imaging;Multispectral imaging;Green products;Bandwidth","hyperspectral imaging;image capture;image colour analysis;light emitting diodes;optical control;optical design techniques;optical images;spectral line narrowing;statistical analysis","multispectral image capture;spectral resolution;narrow bandwidth power LED;light controller;repeatability analysis;high-performance hyperspectral equipment;fruit quality control;Pearson correlation index","","7","","61","IEEE","17 Jul 2020","","","IEEE","IEEE Journals"
