"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Nonlinear Refraction and Nonlinear Absorption in Layered Transition Metals Dichalcogenides","L. de S. Menezes; M. L. da Silva Neto; M. Maldonado; C. B. de Araujo; A. M. Jawaid; A. J. Ritter; R. A. Vaia; A. S. L. Gomes","Departamento de Física, Universidade Federal de Pernambuco, Recife-PE, Brazil; Graduate Program in Materials Science, Universidade Federal de Pernambuco, Recife-PE, Brazil; Departamento de Física, Universidade Federal de Pernambuco, Recife-PE, Brazil; Departamento de Física, Universidade Federal de Pernambuco, Recife-PE, Brazil; Materials and Manufacturing Directorate, Air Force Research Laboratory, Wright-Patterson AFB, Ohio, United States; Materials and Manufacturing Directorate, Air Force Research Laboratory, Wright-Patterson AFB, Ohio, United States; Materials and Manufacturing Directorate, Air Force Research Laboratory, Wright-Patterson AFB, Ohio, United States; Departamento de Física, Universidade Federal de Pernambuco, Recife-PE, Brazil","2019 Conference on Lasers and Electro-Optics Europe & European Quantum Electronics Conference (CLEO/Europe-EQEC)","17 Oct 2019","2019","","","1","1","The unique thickness- and composition-dependent properties of two-dimensional Transition Metal Dichalcogenides (TMDs) afford opportunities to a wide range of applications, as reviewed in [1]. Among the diverse methods to fabricate TMDs, redox exfoliation offers features critical to composite, coating and ink technologies, including low cost, low-energy, and a general framework for exfoliating TMDs from Groups IV, V, VI, and VII. Nonlinear (NL) optical absorption is a relevant effect in TMDs with potential applications in multiphoton microscopy, fluorescence imaging and optical limiting. For instance, two-photon absorption (TPA) saturation in MoS2 was reported in [2]. On the other hand, NL refraction may be exploited for all-optical switching and optical processing.","","978-1-7281-0469-0","10.1109/CLEOE-EQEC.2019.8873353","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8873353","","Absorption;Optical refraction;Optical saturation;Optical variables control;Ultrafast optics;Molybdenum","chalcogenide glasses;fluorescence;molybdenum compounds;multiphoton processes;nonlinear optics;optical limiters;optical microscopy;optical saturable absorption;optical switches;refraction;refractive index;reviews;semiconductor materials;tungsten compounds;two-photon processes","nonlinear refraction;nonlinear absorption;layered transition metals dichalcogenides;unique thickness;composition-dependent properties;two-dimensional transition metal dichalcogenides;diverse methods;redox exfoliation;coating;ink technologies;nonlinear optical absorption;optical limiting;two-photon absorption saturation;NL refraction;multiphoton microscopy;fluorescence imaging;optical processing;all-optical switching;MoS2","","","","4","IEEE","17 Oct 2019","","","IEEE","IEEE Conferences"
"An Approach for Power Quantification Based on Stockwell Transform and CPC Power Theory","R. d. A. Coelho; É. M. Lima; N. S. D. Brito","Graduate Studies Program in Electrical Engineering, Federal University of Campina Grande, Campina Grande, Brazil; Graduate Studies Program in Electrical Engineering, Federal University of Campina Grande, Campina Grande, Brazil; Department of Electrical Engineering, Federal University of Campina Grande, Campina Grande, Brazil","IEEE Transactions on Instrumentation and Measurement","29 Mar 2022","2022","71","","1","10","This article presents a power calculation method for non-sinusoidal signals with non-stationary characteristics based on currents’ physical components (CPC) power theory and the discrete Stockwell transform (DST). The DST independently localizes the real and imaginary components of the spectrum at any given time interval, being suitable for analyzing non-stationary waveforms. The proposed method allows for an instantaneous tracking of the power components defined in CPC power theory based on a time–frequency analysis provided by the DST. Thus, the proposed method is able to identify alterations in the harmonic content, and consequently track variations on the powers, in all time instants. The proposed method is validated using non-stationary signals, including a scenario with frequency deviation, presenting rather promising results when compared to the Fourier-based approach. Additionally, the proposed method is also assessed in noisy environments by inserting an additive Gaussian noise, based on real oscillographic records, presenting a good performance, which attests its suitability for power quality (PQ) analysis and power calculation.","1557-9662","","10.1109/TIM.2022.3159291","Brazilian National Council for Scientific and Technological Development (CNPq)(grant numbers:167379/2018-6); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9733896","Non-sinusoidal systems;non-stationary waveforms;power measurement;power quality (PQ);power system harmonics;Stockwell transform (ST)","Transforms;Time-frequency analysis;Discrete wavelet transforms;Harmonic analysis;Frequency estimation;Power system harmonics;Power measurement","Fourier transforms;Gaussian noise;power supply quality;time-frequency analysis;wavelet transforms","power quantification;Stockwell transform;CPC power theory;power calculation method;nonsinusoidal signals;nonstationary characteristics;currents;discrete Stockwell;DST;real components;imaginary components;nonstationary waveforms;power components;time-frequency analysis;nonstationary signals;Fourier-based approach","","2","","49","IEEE","14 Mar 2022","","","IEEE","IEEE Journals"
"In-Process Tool Wear Measurement System Based on Image Analysis for CNC Drilling Machines","R. G. Lins; B. Guerreiro; P. R. Marques de Araujo; R. Schmitt","Center for Engineering, Modeling and Applied Social Sciences, Federal University of ABC, Santo André, Brazil; Fraunhofer Institute for Production Technology (IPT), Aachen, Germany; Graduate Program in Engineering and Innovation Management, Federal University of ABC, Santo André, Brazil; Laboratory for Machine Tools and Production Engineering (WZL), RWTH Aachen University, Aachen, Germany","IEEE Transactions on Instrumentation and Measurement","23 Jun 2020","2020","69","8","5579","5588","Tool condition monitoring (TCM) has been a constant field of research. Conventionally, some sensors are installed at specific parts of the machine, and by using the signal-processing techniques, the tool wear is estimated. In this article, a direct system based on image analysis has been developed to automate the in-process tool wear measurement. The method uses only a single camera installed inside the machine and a tree-stage measurement process composed of image treatment, image comparison, and wear measurement. Experimental results show that the detection of similar images has a success index rate (SIR) equal to 98.89%, whereas the measurement error of the average flank wear and the maximum flank wear is estimated to be 3.57% and 2.92%, respectively.","1557-9662","","10.1109/TIM.2019.2961572","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8939324","Automation;computer vision system;image analysis;machining process;rotating cutting tool wear measurement","Tools;Cutting tools;Monitoring;Machining;Sensors;Cameras;Image processing","cameras;computerised numerical control;condition monitoring;cutting;cutting tools;drilling;drilling machines;image processing;machining;measurement errors;production engineering computing;wear","SIR;success index rate;average flank wear;measurement error;image comparison;image treatment;tree-stage measurement process;in-process tool wear measurement;direct system;signal-processing techniques;tool condition monitoring;CNC drilling machines;image analysis;process tool wear measurement system;maximum flank wear","","37","","25","IEEE","23 Dec 2019","","","IEEE","IEEE Journals"
"Customized Orthogonal Locality Preserving Projections With Soft-Margin Maximization for Face Recognition","J. Soldera; C. Alberto Ramirez Behaine; J. Scharcanski","Institute of Informatics, Federal University of Rio Grande do Sul, Porto Alegre, Brazil; Graduate Program on Electrical Engineering, University of Passo Fundo, Passo Fundo, Brazil; Graduate Program on Electrical Engineering, Institute of Informatics, Federal University of Rio Grande do Sul, Porto Alegre, Brazil","IEEE Transactions on Instrumentation and Measurement","7 Aug 2015","2015","64","9","2417","2426","Face recognition still is a challenging task since face images may be affected by changes in the scene, such as in head pose, face expression, or illumination. In addition, face pattern representation often requires several dimensions, which poses additional challenges for face recognition. We propose a novel face recognition method based on projections of high-dimensional face image representations into lower dimensionality and highly discriminative spaces. This is achieved by a modified orthogonal locality preserving projection (OLPP) method that uses a customized locality definition scheme to preserve the face class structure in the lower dimensionality face feature space. The proposed method can work with sparse and dense face image representations (i.e., it can use subsets or all face image pixels) and tends to be robust to data outliers and noise. Besides, we introduce a sparse representation using interpolated landmarks, designed to preserve important details in high-resolution color face images (e.g., eyes), and compensate for uncertainties in landmark positioning during face image feature extraction. The face images are classified in this lower dimensionality feature space using a trained soft-margin support vector machine, so it performs better than the nearest neighbor rule used in the typical OLPP method. A set of experiments was designed to evaluate the proposed scheme under various conditions found in practice (such as changes in head pose, face expression, illumination, and in the presence of occlusion artifacts). The experimental results were obtained using five challenging public face databases (namely, Poznan University of Technology, Fundação Educacional Inaciana, Facial Recognition Technology, Yale, and Our Database of Faces). These experiments suggest that our sparse representation for high-resolution face color images, integrated to the proposed lower dimensionality feature space and classification scheme, tends to obtain higher accuracy values than those obtained using typical sparse and dense representations for the same face images in grayscale. To evaluate the generality of our lower dimensionality feature space and classification scheme, additional tests using full low-resolution grayscale face images were performed, as often used in face recognition (e.g., typical OLPP method). Our experiments suggest that the proposed approach can also provide higher accuracy values than comparable state-of-the-art methods available in the literature when using full low-resolution grayscale face images (i.e., dense representations).","1557-9662","","10.1109/TIM.2015.2415012","Coordenação de Aperfeiçoamento de Pessoal de Nível Superior, Brazil; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7078936","Biometrics;face recognition;pattern recognition;subspace methods;support vector machines (SVMs).;Biometrics;face recognition;pattern recognition;subspace methods;support vector machines (SVMs)","Face;Face recognition;Feature extraction;Support vector machines;Vectors;Topology;Gray-scale","face recognition;feature extraction;image classification;image colour analysis;image representation;image resolution;interpolation;support vector machines","orthogonal locality preserving projection;face recognition;soft margin maximisation;face pattern representation;high-dimensional face image representation projection;face class structure;lower dimensionality face feature space;sparse representation;interpolated landmarks;high-resolution color face image;uncertainty compensation;landmark positioning;face image feature extraction;face image classification;soft-margin support vector machine;OLPP method;public face databases;grayscale face images","","37","","40","IEEE","2 Apr 2015","","","IEEE","IEEE Journals"
"Evaluating the Eavesdropper Entropy via Bloch-Messiah Decomposition","M. A. Dias; F. M. Assis","Department of Electrical Engineering, Federal University of Campina Grande, Campina Grande, Brazil; Department of Electrical Engineering, Federal University of Campina Grande, Campina Grande, Brazil","2021 IEEE Conference on Communications and Network Security (CNS)","10 Feb 2022","2021","","","1","6","We explore the Bloch-Messiah decomposition of Gaussian unitary to analyze the Entangling Cloner Attack performed by an eavesdropper on a discrete modulated continuous variable QKD scenario. Such a decomposition allows to replace the nonlinear unitary resulting from eavesdropping and tracing out Bob’s mode into an architecture of single-mode operations (squeezers, phase shifters and displacements) and a two-mode beam splitter. Based on such architecture we were able to get tighter upper bounds to the eavesdropper entropy for a discrete modulated CVQKD scheme. The new bounds are justified from the Gaussian extremality property valid for entangled-based equivalent protocols.","","978-1-6654-4496-5","10.1109/CNS53000.2021.9705021","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9705021","Bloch-Messiah decomposition;CVQKD;Discrete Modulation","Phase shift keying;Protocols;Upper bound;Thermal decomposition;Phase shifters;Modulation;Computer architecture","optical beam splitters;protocols;quantum cryptography;quantum entanglement","eavesdropper entropy;Bloch-Messiah decomposition;Gaussian unitary;Entangling Cloner Attack;discrete modulated continuous variable QKD scenario;nonlinear unitary;Bob's mode;single-mode operations;two-mode beam splitter;discrete modulated CVQKD scheme;entangled-based equivalent protocols","","","","16","IEEE","10 Feb 2022","","","IEEE","IEEE Conferences"
"An Online Remote Verification System of Thermal Sources for Energy Harvesting Application","M. M. Camboim; V. S. Oliveira; M. R. Villarim; A. W. R. Villarim; S. Y. C. Catunda; O. R. Baiocchi; C. P. de Souza","Department of Electrical Engineering, Federal University of Paraíba, João Pessoa, Brazil; Department of Electrical Engineering, Federal University of Paraíba, João Pessoa, Brazil; Department of Electrical Engineering, Federal University of Paraíba, João Pessoa, Brazil; Department of Electrical Engineering, Federal University of Paraíba, João Pessoa, Brazil; Department of Computing Engineering and Automation, Federal University of Rio Grande do Norte, Natal, Brazil; School of Engineering and Technology, University of Washington Tacoma, Tacoma, USA; Department of Electrical Engineering, Federal University of Paraíba, João Pessoa, Brazil","IEEE Transactions on Instrumentation and Measurement","14 Sep 2020","2020","69","10","7962","7973","Several thermoelectric energy harvesting applications have been introduced recently, showing an increasing interest in thermoelectric energy, mainly using Thermoelectric generators (TEGs) that convert heat directly into electrical energy. Some examples of thermoelectric energy harvesting applications are in the human body, wearable devices, and aircraft. However, several studies and development steps are previously needed to build a complete thermal harvester to prove whether it can generate a useful amount of energy. In this context, a way to early verify the potential of a possible thermal source before building the thermal harvester is needed to save either time or funding resources. In this article, a complete system to verify the capabilities of thermal sources before building the final thermal harvester is presented. The proposed system runs a procedure of simultaneous sampling and emulating thermal gradients, that is, while the temperature gradient of the thermal source under test (TSUV) is sampled, the system emulates this gradient and applies it on a TEG, which can predict the potential of the TSUV. In addition, using long-range-based wireless connectivity, the proposed system operates remotely, meaning that the temperature gradient sampling process can be far away from the temperature gradient emulation process, allowing to evaluate thermal sources in very hard spots, for instance, inside building structures or faraway pipelines. Experimental results show the emulation of two potential thermal sources, namely, tree trunks and the back surface of the photovoltaic modules.","1557-9662","","10.1109/TIM.2020.2986105","National Institute of Science and Technology of Micro and Nanoelectronics Systems (INCT NAMITEC)(grant numbers:573738/2008-4); Maranhão ResearchFoundation (FAPEMA)(grant numbers:01550/16); National Council for Scientific and Technological Development (CNPq), Brazil(grant numbers:309371/2019-8PQ); Institutional Scientific Initiation Scholarship Program (PIBIC) of Federal University of Paraíba (UFPB), Brazil; Brazilian Coordination for the Improvement of Higher Education Personnel (CAPES Scholarship); PNPD CAPES, Brazil(grant numbers:PNPD 2878/2011); CNPq, Brazil; State Funding Agency of Paraíba/Brazil—FAPESQ-PRONEX; University of Washington Tacoma (UWT) Endowment in Engineering Systems; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9057629","Energy harvesting;Internet of Things;remote sensing;thermoelectricity","Temperature sensors;Wireless sensor networks;Temperature measurement;Emulation;Energy harvesting;Remote sensing;Vegetation","building management systems;energy harvesting;solar cell arrays;thermoelectric conversion","simultaneous sampling;emulating thermal gradients;temperature gradient sampling process;photovoltaic modules;back surface;tree trunks;faraway pipelines;long-range-based wireless connectivity;building structures;wearable devices;human body;thermal harvester;electrical energy;thermoelectric generators;thermoelectric energy harvesting applications;online remote verification system;thermal sources;temperature gradient emulation process","","7","","34","IEEE","6 Apr 2020","","","IEEE","IEEE Journals"
"Enhanced hot luminescence at van Hove singularities in twisted bilayer graphene","T. V. Alencar; D. von Dreifus; E. S. N. Gomes; P. -W. Chiu; M. A. Pimenta; A. M. de Paula","Departamento de Física, Universidade Federal de Ouro Preto, Ouro Preto, MG, Brazil; Departamento de Física, Universidade Federal de Minas Gerais, Belo Horizonte, MG, Brazil; Departamento de Física, Universidade Federal de Minas Gerais, Belo Horizonte, MG, Brazil; Department of Electrical Engineering, National Tsing Hua University, Hsinchu, Taiwan; Departamento de Física, Universidade Federal de Minas Gerais, Belo Horizonte, MG, Brazil; Departamento de Física, Universidade Federal de Minas Gerais, Belo Horizonte, MG, Brazil","2017 Conference on Lasers and Electro-Optics Europe & European Quantum Electronics Conference (CLEO/Europe-EQEC)","30 Oct 2017","2017","","","1","1","Summary form only given. In twisted bilayer graphene (tBLG), the electronic and optical properties show interesting dependence on the interlayer rotation angle(0) with promising device applications [1,2]. The presence of the van Hove singularities in the density of states leads to an enhancement of the optical absorption at energies that depends on the rotation angle [2]. In single layer graphene, it has been shown that after excitation with a femtosecond pulse the excited carriers forms a quasi-equilibrium population at temperatures well above the lattice temperature that leads to thermal like emission, i.e. hot luminescence [3]. Here, we report on hot luminescence measurements with femtosecond laser pulse excitation on tBLG that shows an enhancement of the light emission as the excitation wavelength is tuned to a van Hove singularity resonance energy.Γ","","978-1-5090-6736-7","10.1109/CLEOE-EQEC.2017.8087699","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8087699","","Luminescence;Graphene","graphene;high-speed optical techniques;optical variables measurement;photoluminescence","twisted bilayer graphene;electronic properties;optical properties;interlayer rotation angle;density of states;optical absorption enhancement;single layer graphene;thermal like emission;hot luminescence measurements;femtosecond laser pulse excitation;light emission enhancement;van Hove singularity resonance energy;C","","1","","4","IEEE","30 Oct 2017","","","IEEE","IEEE Conferences"
"Tail-Chopped Lightning Impulses Time Parameters Estimated According to Standard IEC 60060-1:2010","C. R. Hall Barbosa; J. Hällström; M. T. F. da Silva; L. C. Azevedo; L. C. Faria","Pontifical Catholic University of Rio de Janeiro, Rio de Janeiro, Brazil; Centre for Metrology and Accreditation, Espoo, Finland; Centro de Pesquisas de Energia Elétrica, Rio de Janeiro, Brazil; Centro de Pesquisas de Energia Elétrica, Rio de Janeiro, Brazil; Pontifical Catholic University of Rio de Janeiro, Rio de Janeiro, Brazil","IEEE Transactions on Instrumentation and Measurement","8 May 2015","2015","64","6","1369","1372","The International Electrotechnical Commission (IEC) issued in 2010 a revision of the family of standards IEC 60060, describing, among other requirements, how to calculate the various amplitude and time parameters used to evaluate high-voltage impulse waveforms. However, the standards are not clear in some aspects, especially when describing tail-chopped lightning impulses. This paper aims at describing in detail how to properly estimate the time parameters of such impulses.","1557-9662","","10.1109/TIM.2014.2374731","Center for Electrical Power Research; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6981958","High voltage;impulse testing;measurement standards;measurement techniques;software.;High voltage;impulse testing;measurement standards;measurement techniques;software","IEC standards;Lightning;Voltage measurement;Metrology;Calibration;Educational institutions","automatic test equipment;high-voltage techniques;IEC standards;impulse testing;lightning;voltage measurement","tail chopped lightning impulse time parameter estimation;standard IEC 60060-1:2010;International Electrotechnical Commission;high voltage impulse waveform;amplitude parameter estimation","","4","","9","IEEE","10 Dec 2014","","","IEEE","IEEE Journals"
"Full Optical Fiber Link Characterization With the BSS-Lasso","R. Saavedra; P. Tovar; G. C. Amaral; B. Fanzeres","Laboratory of Applied Mathematical Programing and Statistics, Pontifical Catholic University of Rio de Janeiro, Rio de Janeiro, Brazil; Center for Telecommunications Studies, Pontifical Catholic University of Rio de Janeiro, Rio de Janeiro, Brazil; QuTech and Kavli Institute of Nanoscience, Technical University of Delft, Delft, The Netherlands; Laboratory of Applied Mathematical Programing and Statistics, Pontifical Catholic University of Rio de Janeiro, Rio de Janeiro, Brazil","IEEE Transactions on Instrumentation and Measurement","13 Sep 2019","2019","68","10","4162","4174","In this paper, a novel technique for optical fiber monitoring that introduces the least absolute shrinkage and selection operator (Lasso) as a signal processing technique within the baseband subcarrier sweep (BSS) framework, called the BSS-Lasso, is proposed. The methodology is tested in simulated and real-world environments, taking into account both reflective and nonreflective events. The results show that for fiber links ranging from 2 to 15 km with up to three faults, over 80% of faults are detected within a 50-m range, and indicate that the proposed methodology significantly outperforms current state-of-the-art BSS-based supervision techniques. Finally, the BSS-Lasso allows for precise, low-cost, transmitter-embedded full characterization of optical fiber links.","1557-9662","","10.1109/TIM.2018.2884555","Coordenação de Aperfeiçoamento de Pessoal de Nível Superior; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8585147","High-dimensional statistics;Lasso regression;optical fiber measurements;reflectometry;signal processing","Monitoring;Optical transmitters;Optical fibers;Optical fiber networks;Optical signal processing","fault diagnosis;monitoring;optical fibre networks;optical time-domain reflectometry;signal processing","full optical fiber link characterization;BSS-Lasso;optical fiber monitoring;signal processing technique;baseband subcarrier sweep framework;nonreflective events;optical fiber links;least absolute shrinkage and selection operator;BSS-based supervision techniques;transmitter-embedded full characterization;distance 2.0 km to 15.0 km;distance 50 m","","2","","33","IEEE","21 Dec 2018","","","IEEE","IEEE Journals"
"Optical Nanoantennas for Tip-Enhanced Raman Spectroscopy","T. L. Vasconcelos; B. S. Archanjo; B. S. Oliveira; W. F. Silva; R. S. Alencar; C. Rabelo; C. A. Achete; A. Jorio; L. G. Cançado","Divisão de Metrologia de Materiais, Instituto Nacional de Metrologia, Qualidade e Tecnologia (Inmetro), Duque de Caxias, Brazil; Divisão de Metrologia de Materiais, Instituto Nacional de Metrologia, Qualidade e Tecnologia (Inmetro), Duque de Caxias, Brazil; Divisão de Metrologia de Materiais, Instituto Nacional de Metrologia, Qualidade e Tecnologia (Inmetro), Duque de Caxias, Brazil; Divisão de Metrologia de Materiais, Instituto Nacional de Metrologia, Qualidade e Tecnologia (Inmetro), Duque de Caxias, Brazil; Faculdade de Física, Universidade Federal do Pará, Belém, Brazil; Departamento de Física, Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; Divisão de Metrologia de Materiais, Instituto Nacional de Metrologia, Qualidade e Tecnologia (Inmetro), Duque de Caxias, Brazil; Departamento de Física, Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; Departamento de Física, Universidade Federal de Minas Gerais, Belo Horizonte, Brazil","IEEE Journal of Selected Topics in Quantum Electronics","17 Aug 2020","2021","27","1","1","11","The role of plasmon resonance on the optical efficiency of nanoantennas for tip-enhanced Raman spectroscopy (TERS) is reviewed. Technical details on surface plasmon polaritons (SPP), localized surface plasmon resonance (LSPR), and the plasmon gap mode are provided. Nanotechnology engineering is necessary to adequate the nanoantenna's size, shape and composition to match resonance conditions with the exciting radiation source. Computational simulation guides the development of new types of plasmonic nanoantennas with different materials and morphologies, specially designed to reach target applications. An overview on a recently developed nanoantenna composed by a truncated micropyramidal body with a nanopyramid end is presented. The characteristic length L of the nanopyramid tip is dimensioned to fine-tune LSPR modes, giving rise to the so-called plasmon-tunable tip pyramid (PTTP). The plasmonic properties of this type of probe were investigated by electron energy loss spectroscopy and computational simulations, reveling that PTTPs act as monopole nanoantennas. TERS results obtained with the PTTPs demonstrate the achievement of unprecedent levels of field enhancement mediated by LSPR with excellent reproducibility rate.","1558-4542","","10.1109/JSTQE.2020.3008526","Inmetro, CNPq(grant numbers:309537/2019-3,429165/2018-8,302775/2018-8,305881/2019-1,436381/2018-4); Financiadora de Estudos e Projetos(grant numbers:01.13.0330.00,01.13.0357.00); SisNANO, MCTI Sibratec-Nano, INCT Nanomateriais de Carbono, CAPES-PROBRAL(grant numbers:88881.198744/2018-01); Fundação de Amparo à Pesquisa do Estado de Minas Gerais(grant numbers:APQ-01361-14); Fundação Carlos Chagas Filho de Amparo à Pesquisa do Estado do Rio de Janeiro; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9138720","Optical nanoantennas;tip-enhanced Raman spectroscopy;plasmon resonance;LSPR;HIM;graphene;nanopattern","Optical imaging;Optical scattering;Plasmons;Probes;Optical polarization;Raman scattering;Optical surface waves","electron energy loss spectra;metamaterial antennas;nanophotonics;plasmonics;Raman spectra;Raman spectroscopy;surface plasmon polaritons;surface plasmon resonance","monopole nanoantennas;nanotechnology engineering;surface plasmon polaritons;TERS;optical efficiency;electron energy loss spectroscopy;plasmonic properties;plasmon-tunable tip pyramid;fine-tune LSPR modes;nanopyramid tip;plasmonic nanoantennas;computational simulations;radiation source;plasmon gap mode;localized surface plasmon resonance;tip-enhanced Raman spectroscopy;optical nanoantennas;field enhancement","","19","","84","IEEE","10 Jul 2020","","","IEEE","IEEE Journals"
"A New Acoustic Emission-Based Approach for Supply Disturbances Evaluation in Three-Phase Induction Motors","G. B. Lucas; B. A. de Castro; M. A. Rocha; A. L. Andreoli","Department of Electrical Engineering, School of Engineering, São Paulo State University (UNESP), Bauru, Brazil; Department of Electrical Engineering, School of Engineering, São Paulo State University (UNESP), Bauru, Brazil; Department of Electrical Engineering, School of Engineering, São Paulo State University (UNESP), Bauru, Brazil; Department of Electrical Engineering, School of Engineering, São Paulo State University (UNESP), Bauru, Brazil","IEEE Transactions on Instrumentation and Measurement","20 Jan 2021","2021","70","","1","10","The interruption of a three-phase induction motor (TIM) on production lines represents a high financial and operational cost. However, these machines are often exposed to mechanical and electrical failures that can cause unexpected stoppages. Among these failures, the voltage unbalance (VU) is a supply fault that can lead to winding wear, torque losses, overheating, and other side effects. In this context, the acoustic emission (AE) analysis stands out as a promising nondestructive technique (NDT) in TIM monitoring. However, the AE method was not previously completely validated for VU diagnosis, and several research gaps need to be filled. Therefore, this work proposes a novel AE approach for detection, phase identification, and magnitude classification of VU. For this purpose, an electrical machine monitored by piezoelectric sensors was subjected to different levels of unbalanced voltages. The AE signals were processed using the novel zero-cross-weighted energy (ZE) index. This metric was based on the energy of the wavelet transform (WT) coefficients weighted by zero-crossing rate values. Experimental results revealed that the proposed index proved to be effective for detecting the VU occurrence. Besides, ZE-based data separation was proposed and achieved VU phase identification. Finally, the magnitude of the unbalanced voltages was classified by linear regression. The accuracy parameters for detection, phase identification, and magnitude classification stated the reliability of the new approach. Finally, the efforts of this work provide new functionalities to traditional AE systems.","1557-9662","","10.1109/TIM.2020.3047492","Coordination of Superior Level Staff Improvement Personnel(grant numbers:#88882.432803/2019-01); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9308973","Acoustic emission (AE);fault diagnosis;induction motor;piezoelectric sensors;wavelet transform (WT);zero-crossing-weighted energy","Indexes;Sensors;Feature extraction;Induction motors;Monitoring;Discrete wavelet transforms;Wavelet analysis","acoustic emission;condition monitoring;electric machines;fault diagnosis;induction motors;nondestructive testing;power supply quality;regression analysis;sensors;wavelet transforms","zero-cross-weighted energy index;nondestructive technique;acoustic emission analysis;torque losses;winding wear;supply fault;voltage unbalance;unexpected stoppages;electrical failures;mechanical failures;production lines;three-phase induction motor;supply disturbances evaluation;acoustic emission;VU phase identification;ZE-based data separation;VU occurrence;unbalanced voltages;electrical machine;magnitude classification;VU diagnosis;TIM monitoring","","12","","63","IEEE","25 Dec 2020","","","IEEE","IEEE Journals"
"Separation of Partial Discharges Sources and Noise Based on the Temporal and Spectral Response of the Signals","J. A. Ardila-Rey; R. Schurch; N. M. Poblete; S. Govindarajan; O. Muñoz; B. A. de Castro","Department of Electrical Engineering, Universidad Técnica Federico Santa María, Santiago de Chile, Chile; Department of Electrical Engineering, Universidad Técnica Federico Santa María, Santiago de Chile, Chile; Department of Electrical Engineering, Universidad Técnica Federico Santa María, Santiago de Chile, Chile; School of Electrical and Electronics Engineering, SASTRA Deemed University, Thanjavur, Tamil Nadu, India; Department of Electrical Engineering, Universidad Técnica Federico Santa María, Santiago de Chile, Chile; Department of Electrical Engineering, School of Engineering, São Paulo State University (UNESP), Bauru, Brazil","IEEE Transactions on Instrumentation and Measurement","4 Nov 2021","2021","70","","1","13","The insulation systems of equipment, cables, and electrical machines subjected to high voltage are continuously exposed to multiple aging mechanisms of electrical, mechanical, thermal, and environmental type. Normally, a failure in the material under these conditions does not occur immediately, but over time, different degradation processes emerge and evolve, progressively deteriorating the insulation, until breakdown occurs, and consequently, the asset finishes its operation with a catastrophic failure. In this context, partial discharge (PD) measurement can be considered as one of the best indicators when diagnosing the status of much electrical equipment in operation. However, the simultaneous presence of noise sources or multiple PD sources can generate important difficulties in identifying the type or types of sources measured. These practical limitations can be solved if, prior to the identification, a separation process is carried out, which allows classifying the different sources acting over the equipment being monitored. Once the sources separation is executed, the subsequent identification and diagnosis process can be carried out more easily. In this article, we present a novel separation technique based on the temporal and spectral behavior of the PD signals. For this technique, the separation of sources is carried out through three different parameters. Two of them are based on the peakedness of PD signals and electrical noise, and the third parameter is associated with their spectral content. Based on these parameters, a 3-D separation map is established, representing in clusters each source captured by the sensors.","1557-9662","","10.1109/TIM.2021.3121488","Agencia Nacional de Investigación y Desarrollo (ANID)(grant numbers:1200055); Fondo de Fomento al Desarrollo Científico y Tecnológico(grant numbers:ID19I10165); Federico Santa Maria Technical University (UTFSM)(grant numbers:PI_m_19_01); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9580910","Clustering;electrical noise;kurtosis;monopole antenna;partial discharge (PD);separation map;skewness","Partial discharges;Histograms;Three-dimensional displays;Separation processes;Corona;Noise measurement;Monitoring","ageing;cable insulation;electric machines;partial discharge measurement;partial discharges","cables;electrical noise;PD signals;spectral behavior;temporal behavior;sources separation;noise sources;electrical equipment;partial discharge measurement;catastrophic failure;environmental aging;thermal aging;mechanical aging;electrical aging;electrical machines;insulation systems","","6","","28","IEEE","19 Oct 2021","","","IEEE","IEEE Journals"
